RESULTS,s1,['b1'],actual,(0 0),computed,(-249 0),249
RESULTS,s1,['b2'],actual,(0 0),computed,(0 0),0
RESULTS,s1,['b3'],actual,(0 0),computed,(204 0),204
RESULTS,s1,['b4'],actual,(0 0),computed,(0 0),0
RESULTS,s8,['b2'],actual,(200 -200),computed,(0 -249),206
RESULTS,s8,['b3'],actual,(200 -200),computed,(205 0),200
RESULTS,s8,['b4'],actual,(200 -200),computed,(0 249),492
RESULTS,s8,['b1', 'b2'],actual,(200 -200),computed,(-244 -150),447
RESULTS,s8,['b1', 'b3'],actual,(200 -200),computed,(166 -26),176
RESULTS,s8,['b1', 'b4'],actual,(200 -200),computed,(-18 151),414
RESULTS,s8,['b2', 'b3'],actual,(200 -200),computed,(199 -110),89
RESULTS,s8,['b2', 'b4'],actual,(200 -200),computed,(11 -8),268
RESULTS,s8,['b3', 'b4'],actual,(200 -200),computed,(112 -80),148
RESULTS,s8,['b1', 'b2', 'b3'],actual,(200 -200),computed,(163 -91),114
RESULTS,s8,['b1', 'b2', 'b4'],actual,(200 -200),computed,(-12 13),301
RESULTS,s8,['b1', 'b3', 'b4'],actual,(200 -200),computed,(96 -46),185
RESULTS,s8,['b2', 'b3', 'b4'],actual,(200 -200),computed,(111 -129),113
RESULTS,s8,['b1', 'b2', 'b3', 'b4'],actual,(200 -200),computed,(96 -92),149
RESULTS,s9,['b1'],actual,(-200 -100),computed,(-250 0),111
RESULTS,s9,['b2'],actual,(-200 -100),computed,(0 -249),249
RESULTS,s9,['b3'],actual,(-200 -100),computed,(205 0),417
RESULTS,s9,['b4'],actual,(-200 -100),computed,(0 249),403
RESULTS,s9,['b1', 'b2'],actual,(-200 -100),computed,(-241 -14),94
RESULTS,s9,['b1', 'b3'],actual,(-200 -100),computed,(178 -442),510
RESULTS,s9,['b1', 'b4'],actual,(-200 -100),computed,(-1 -126),200
RESULTS,s9,['b2', 'b3'],actual,(-200 -100),computed,(193 -242),418
RESULTS,s9,['b2', 'b4'],actual,(-200 -100),computed,(-1 -15),216
RESULTS,s9,['b3', 'b4'],actual,(-200 -100),computed,(0 -127),202
RESULTS,s9,['b1', 'b2', 'b3'],actual,(-200 -100),computed,(178 -436),506
RESULTS,s9,['b1', 'b2', 'b4'],actual,(-200 -100),computed,(-1 -168),209
RESULTS,s9,['b1', 'b3', 'b4'],actual,(-200 -100),computed,(0 -247),248
RESULTS,s9,['b2', 'b3', 'b4'],actual,(-200 -100),computed,(0 -171),212
RESULTS,s9,['b1', 'b2', 'b3', 'b4'],actual,(-200 -100),computed,(0 -248),248
RESULTS,s10,['b1'],actual,(-200 250),computed,(-250 0),254
RESULTS,s10,['b2'],actual,(-200 250),computed,(0 -250),538
RESULTS,s10,['b3'],actual,(-200 250),computed,(204 0),475
RESULTS,s10,['b4'],actual,(-200 250),computed,(0 250),200
RESULTS,s10,['b1', 'b2'],actual,(-200 250),computed,(-233 -105),357
RESULTS,s10,['b1', 'b3'],actual,(-200 250),computed,(-237 -178),430
RESULTS,s10,['b1', 'b4'],actual,(-200 250),computed,(-248 139),120
RESULTS,s10,['b2', 'b3'],actual,(-200 250),computed,(62 -185),508
RESULTS,s10,['b2', 'b4'],actual,(-200 250),computed,(2 1),321
RESULTS,s10,['b3', 'b4'],actual,(-200 250),computed,(209 126),427
RESULTS,s10,['b1', 'b2', 'b3'],actual,(-200 250),computed,(-220 -180),430
RESULTS,s10,['b1', 'b2', 'b4'],actual,(-200 250),computed,(-231 21),230
RESULTS,s10,['b1', 'b3', 'b4'],actual,(-200 250),computed,(-234 -24),276
RESULTS,s10,['b2', 'b3', 'b4'],actual,(-200 250),computed,(64 -38),391
RESULTS,s10,['b1', 'b2', 'b3', 'b4'],actual,(-200 250),computed,(-218 -65),316
